customer_ID,S_2,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-03-11,0.87661546,0,0.001472054,0.8107964,0.0059548398,,0.0,0.004825594,,,0,1,0.22240634,0.005357651,0,0.438652,0.31829005,0.081634715,-1,0.1688216,0.029137902,0.0,,0,0.0036631373,0,0.20008226,0.6347225,0.22212608,,0.007875021,0.0016769117,1,1.0,0,,0.011922653,0,0.073229186,,0.002824046,0,0.07930046,,0.0019170159,16,0.0025423402,0.050803825,0.0032643613,12,0.43511122,3,2,0,1,,0.6945874,0,-1,0,6,0.1935978,0.007870529,0,0.0037632806,0.009885598,0,0,0.015801571,0,8,0.022871282,,0.0,1,1,,0.006303846,0.0,0.40711743,0.0065189367,0.0051360168,0,0,0,-1,0.008401629,0,0,0,0.0021458953,0,-1,0.004470802,1.0,0.018753856,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0038970048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29556707,0.13262355,0.086002834,0.9754166,0.0063558887,0.008450565,0,0.0,,-1,0,0.0065851808,0.006634255,-1,1.0030357,1,-1,0,,-1,,1.0,0.01739291,,0,0,0.36856458,0,0,0.3466114,0.33822978,0,0.41996852,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.0023045638,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0027380695,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-04-11,0.8873852,0,0.0021248742,0.81907845,0.004521058,,0.0,0.0072818175,,,0,2,0.22916555,0.007284552,0,0.43809438,0.31998935,0.038727812,-1,0.16395788,0.04244626,0.0,,0,0.0012670526,0,0.20301177,0.62974715,0.1680609,,0.007452923,0.006892995,1,1.0,0,,0.009986998,0,0.057528645,,0.0025131707,0,0.09349171,,0.0024708975,16,0.006279087,0.1742038,0.009968686,12,0.43547538,3,2,0,0,,0.6942175,0,-1,0,6,0.18844122,0.0032402955,0,0.007591453,0.0028745858,0,0,0.00861256,0,8,0.030502839,,0.0,1,1,,0.009940266,0.0,0.40335974,0.0043799975,0.0048475564,0,0,0,-1,0.0020880804,0,0,0,0.008015989,0,-1,0.008040933,1.0,0.027253862,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.007877363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2968116,0.13749008,0.08159181,0.9732799,0.0086915875,0.007064841,0,0.0,,-1,0,0.002371983,0.0029056685,-1,1.00724,1,-1,0,,-1,,1.0,0.025603045,,0,0,0.37729418,0,0,0.34992388,0.35374925,0,0.42838505,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.009443681,0,,-1,-1,-1,-1,0,0,0.0,,0,0.009277913,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-05-12,0.8845221,0,0.0034948036,0.8185695,0.0075406227,,0.0,0.0008590385,,,0,2,0.22923519,0.00863903,0,0.43745095,0.32544115,0.042651515,-1,0.17956127,0.04134511,0.0,,0,0.0074315714,0,0.20114748,0.6291805,0.16212502,,0.0046894667,0.0032289266,1,1.0,0,,0.01218708,0,0.05809574,,0.005260644,0,0.0939832,,0.008492324,16,0.005508782,0.16701588,0.004948263,12,0.43285033,3,2,0,0,,0.6892519,0,-1,0,6,0.19181323,0.0027925328,0,0.0061085746,0.007398202,0,0,0.015415383,0,8,0.028021377,,0.0,1,1,,0.0023652709,0.0,0.40815377,0.008892602,0.00514891,0,0,0,-1,0.0043233703,0,0,0,0.008357046,0,-1,0.0077661965,1.0,0.034678876,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.002707285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29976305,0.13275222,0.082544826,0.97461104,0.0022568156,0.0072976574,0,0.0,,-1,0,0.0003861269,0.004330428,-1,1.0034115,1,-1,0,,-1,,1.0,0.027127055,,0,0,0.3730827,0,0,0.35191143,0.3450472,0,0.42711735,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.008625439,0,,-1,-1,-1,-1,0,0,0.0,,0,0.009025966,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-06-10,0.8525144,0,0.007626871,0.81998664,0.009290072,,0.0,0.007532162,,,0,1,0.22577819,0.008047849,0,0.48809093,0.32386497,0.09905965,-1,0.18154077,0.027656069,0.0,,0,0.00952092,0,0.19991565,0.6031293,0.3020992,,0.008124115,0.0053146975,1,1.0,0,,0.015485895,0,0.07100919,,0.0014671686,0,0.009661769,,0.0026140497,16,0.0019405552,0.092077896,0.00022683844,12,0.4336414,3,2,0,0,,1.0,0,-1,0,6,0.1924313,0.005586255,0,0.0031821635,0.0068743792,0,0,0.01107735,0,8,0.01636989,,0.0,0,0,,0.004022656,0.0,0.4085387,0.009376663,0.0053621028,0,0,0,-1,0.004202271,0,0,0,0.008411614,0,-1,0.0031763138,1.0,0.016482394,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.006075897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29874995,0.13440429,0.07966846,0.9776713,0.009282553,0.0015241032,0,0.0,,-1,0,0.0020922653,0.00030027993,-1,1.009052,1,-1,0,,-1,,1.0,0.021085741,,0,1,0.3782824,0,0,0.3457982,0.3461246,0,0.42533395,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.007765592,0,,-1,-1,-1,-1,0,0,0.0,,0,0.001033331,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-07-12,0.89165556,0,0.009996788,0.81104076,0.003539663,,0.0,0.0006264512,,,0,3,0.2317032,0.0063407007,0,0.45322928,0.3228945,0.07212375,-1,0.21394269,0.031651158,0.0,,0,0.0027563947,0,0.19839457,0.6667567,0.30112216,,0.006436995,0.0043905117,1,1.0,0,,0.010993282,0,0.07181156,,0.0052695274,0,0.0012323087,,0.0077945823,16,0.00055275916,0.09800054,0.0036877957,12,0.4367325,3,2,0,0,,1.0,0,-1,0,6,0.19011535,0.00199092,0,0.003169883,0.008406789,0,0,0.007514403,0,8,0.024233963,,0.0,0,0,,0.00280936,0.0,0.4047739,0.0070766397,0.008893709,0,0,0,-1,0.0013628819,0,0,0,0.0037003148,0,-1,0.001638352,1.0,0.034508325,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0076253847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.30417535,0.13343938,0.086328104,0.96922785,0.0066836104,0.0072113904,0,0.0,,-1,0,0.0031321563,0.008030549,-1,1.0086287,1,-1,0,,-1,,1.0,0.034423888,,0,1,0.37617028,0,0,0.34554082,0.35030678,0,0.42677352,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.0064131403,0,,-1,-1,-1,-1,0,0,0.0,,0,0.003595201,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-08-12,0.902419,0,0.0033515892,0.8119217,0.0040083653,,0.0,0.0062700626,,,0,1,0.23345815,0.0038169886,0,0.46348792,0.32671532,0.081964344,-1,0.19558178,0.021261076,0.0,,1,0.008329773,0,0.20364852,0.6593937,0.30021915,,0.007835475,0.0060140635,1,1.0,0,,0.01117639,0,0.07475046,0.20153001,0.00083906524,0,0.004460792,,0.002878843,16,0.006041203,0.06924889,0.0090939235,12,0.4387991,3,2,0,0,,1.0,0,-1,0,6,0.19221084,0.006437777,0,0.005303598,0.006493742,0,0,0.007768633,0,8,0.014685097,,0.0,0,0,,0.008640282,0.0,0.409137,0.004443422,0.005705339,0,0,0,-1,0.0018968133,0,0,0,0.009622271,0,-1,0.0057899277,1.0,0.018578656,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.004528926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.30455697,0.13813283,0.08561081,0.9711467,0.005326783,0.0064037316,0,0.0,,-1,0,0.0064400933,0.0048287055,-1,1.0009308,1,-1,0,,-1,,1.0,0.017210579,,0,1,0.37518752,0,0,0.34876946,0.35283083,0,0.4310191,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.0061327373,0,,-1,-1,-1,-1,0,0,0.0,,0,0.008756241,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-09-11,0.9044821,0,0.0062622703,0.81831247,0.005698941,,0.0,0.009062841,,,0,2,0.2416577,0.00865597,0,0.4231629,0.32675487,0.030227348,-1,0.18231538,0.028446883,0.0,,1,0.0016788893,0,0.20287585,0.6584167,0.30261874,,0.0011969785,0.004536987,1,1.0,0,,0.013359289,0,0.061063405,0.2062009,0.000427005,0,0.0009334932,,0.008019115,16,0.008286698,0.0769672,0.0068882923,12,0.4398958,3,2,0,0,,1.0,0,-1,0,6,0.18802254,0.002776736,0,0.0037870177,0.0028830932,0,0,0.01299936,0,8,0.017005071,,0.0,0,0,,0.0024139374,0.0,0.4055475,0.006367461,0.0020281924,0,0,0,-1,0.0036552087,0,0,0,0.0053242096,0,-1,0.006214102,1.0,0.029244358,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.006201148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3040646,0.13148874,0.07835502,0.97551006,0.0038885425,0.007946674,0,0.0,,-1,0,0.0018749387,0.0012611636,-1,1.0044723,1,-1,0,,-1,,1.0,0.033528574,,0,1,0.38458586,0,0,0.35433778,0.34938008,0,0.4316655,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.0024326916,0,,-1,-1,-1,-1,0,0,0.0,,0,0.008071496,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-10-12,0.90396446,0,0.0015060223,0.81300604,0.009442747,,0.0,0.009383418,,,0,1,0.23800972,0.002911328,0,0.4130278,0.32737792,0.04685052,-1,0.20518263,0.021795757,0.0,,1,0.0006715438,0,0.1956459,0.6518444,0.29967165,,0.0010536949,0.007618871,1,1.0,0,,0.014261436,0,0.059248563,0.20901628,0.0071169883,0,0.0012249078,,0.0012718077,16,0.003148017,0.044617925,0.0066719227,12,0.43719575,3,2,0,0,,1.0,0,-1,0,6,0.19023858,0.0031340974,0,0.007994111,0.0033871913,0,0,0.012866139,0,8,0.009953152,,0.0,0,0,,0.0059463456,0.0,0.40576246,0.0015495883,0.009855831,0,0,0,-1,0.00025847743,0,0,0,0.006166454,0,-1,0.0010098524,1.0,0.019594617,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.008069851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29521984,0.13724604,0.077831484,0.9759816,0.0002718867,0.006163819,0,0.0,,-1,0,0.0047166958,0.0015702473,-1,1.009937,1,-1,0,,-1,,1.0,0.009920995,,0,1,0.37953806,0,0,0.35649142,0.35821378,0,0.4326853,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.008998806,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0001293506,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-11-11,0.79767025,0,0.0032382612,0.8195829,0.008976509,,0.0,0.0031149362,,,1,1,0.24135174,0.0024678763,0,0.64706403,0.32872897,0.25513405,-1,0.12985745,0.029681064,0.0,,1,0.0068490165,0,0.20237704,0.38112265,0.30240768,,0.008730219,0.0061928127,1,1.0,0,,0.01424197,0,0.093894005,0.20957652,0.0034332573,0,0.0015122246,,0.008506789,16,0.0050769695,0.04035733,1.8780578e-05,12,0.43851727,3,2,0,0,,1.0,0,-1,0,6,0.19257021,0.009718052,0,7.828914e-05,0.009708393,0,0,0.014436145,0,8,0.017130038,,0.0,0,0,,0.0016808496,0.0,0.405889,0.0038899311,0.0077538257,0,0,0,-1,0.004503284,0,0,0,0.00804895,0,-1,0.0007388862,1.0,0.013434326,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.00025180803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.30257535,0.14008908,0.046467092,0.9728112,0.009824958,0.0012501465,0,0.0,,-1,0,0.008693467,0.0033252512,-1,1.0027637,1,-1,0,,-1,,1.0,0.0144219715,,0,1,0.38130033,0,0,0.3571835,0.35151133,0,0.43012297,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.008908134,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0047468874,0
00001b22f846c82c51f6e3958ccd81970162bae8b007e80662ef27519fcc18c1,2017-12-12,0.8720136,0,0.0018914931,0.81608254,0.006484345,,0.0,0.0070421505,,,0,7,0.24579418,0.0045250454,0,0.48434165,0.3350338,0.14804864,-1,0.18379627,0.07976386,0.0,,1,0.004750087,0,0.19518767,0.62740636,0.2969017,,0.008666074,0.0022866116,1,1.0,0,,0.008420541,0,0.09530534,0.21077104,0.007745443,0,0.0007255728,,0.00068367197,16,0.0029473137,0.24923062,0.0032563375,12,0.15443291,3,2,0,0,,1.0,0,-1,0,6,0.19315742,0.0023797532,0,0.0043920516,0.002651665,0,0,0.011264764,0,8,0.06245133,,0.0,0,0,,0.0093693705,0.0,0.14790957,0.0034127242,0.006417041,0,0,0,-1,0.0047959783,0,0,0,0.004148119,0,-1,0.005095813,1.0,0.07843429,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.00511127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.29941997,0.13285692,0.08124983,0.97897345,0.004860242,0.0023830575,0,0.0,,-1,0,0.0045569134,0.0015772929,-1,1.0060624,1,-1,0,,-1,,1.0,0.06824511,,0,1,0.3884265,0,0,0.35981214,0.3674574,0,0.4369184,1,0,7,0,2,0,0.0,0,0,,0.0,0.0,,0.00790975,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0015223607,0
