customer_ID,S_2,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-03-01,0.9291219,13,0.025781533,1.0026472,0.005514712,0.089799225,0.0,0.005830415,,,0,1,0.23945872,0.07096707,0,0.45782608,0.3825624,0.059342492,-1,0.20157418,0.03238981,0.0,,1,0.007560539,0,0.11047052,0.6190116,0.30275726,,0.025802081,0.011676731,0,1.0,0,0.072582595,0.026337197,1880,0.052812614,0.6843715,0.03649025,0,0.0070692413,,0.015918208,16,0.37519094,0.06361171,0.0051190467,12,0.23924449,3,0,0,2,,1.0,0,-1,0,6,0.17512324,0.00039641402,290,0.006759683,0.006520818,0,0,0.015735019,0,5,0.014833562,,0.0,0,0,,0.00079791975,0.0,0.22232382,0.027021512,0.005833478,0,0,0,-1,0.0012280198,0,0,0,0.0027041733,0,-1,0.0007967855,1.0,0.020551844,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0021569906,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0.9149208,0.13544042,0.92610437,0.9764646,0.0060420875,0.00103952,0,0.0,,-1,0,0.0051264497,0.023903536,-1,1.0038685,2,-1,0,,-1,,1.0,0.030686736,,0,1,0.43011793,0,0,0.41836968,0.41634884,0,0.527146,2,0,4,0,2,0,1.0026617,0,0,,0.0,0.0,,0.0012885217,0,,-1,-1,-1,-1,0,0,0.0,,0,2.6859161e-05,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-04-16,0.9184305,0,0.0068063773,1.0081862,0.0032870572,0.095965825,0.0,0.0008608209,,,0,1,0.24700883,0.026491625,0,0.46267954,0.38611403,0.08338342,-1,0.20213458,0.02435632,0.0,,2,0.0044593667,0,0.10563686,0.5911439,0.29596376,,0.004938456,0.0008867098,0,1.0,0,0.08138328,0.019454544,1468,0.06077008,0.6890354,0.041153118,0,0.0046910737,0.0067821434,0.0053166714,16,0.29541302,0.07925748,0.0034824985,14,0.23775573,3,0,0,1,,1.0,0,-1,0,6,0.13336645,0.004130953,0,0.0031960045,0.0063289525,0,0,0.009995902,0,5,0.009041654,,0.0,0,0,,0.0057095806,0.0,0.2204909,0.013183452,0.008285151,0,0,0,-1,0.003258481,0,0,0,0.00044174382,0,-1,0.0037705656,1.0,0.012104641,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.008077758,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8865019,0.13334808,0.89401513,0.9766382,0.0058815368,0.009589211,0,0.0,,-1,0,0.009940381,0.011566805,-1,1.0016936,2,-1,0,,-1,,1.0,0.032634184,0.31724557,0,1,0.4359395,0,0,0.42684954,0.42303896,1,0.53468716,2,0,4,0,2,0,1.0040114,0,0,,0.0,0.0,,0.0017742852,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0026690168,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-05-07,0.9225631,19,0.033712663,1.0074968,0.0055935457,0.09465535,0.0,0.010466258,,,0,1,0.2430675,0.031776007,0,0.45048106,0.3849299,0.08690439,-1,0.19148964,0.03436038,0.0,,2,0.010245577,0,0.10456482,0.597797,0.2960584,,0.011832202,0.017218662,0,1.0,0,0.08398974,0.022641722,2096,0.05996207,0.71772873,0.040766563,0,0.006135483,,0.016579667,16,0.44675043,0.081170015,0.007234391,15,0.2410968,3,0,0,2,,1.0,0,-1,0,6,0.18135948,0.0047993525,435,0.004766542,0.00867667,0,0,0.014168685,0,5,0.02093681,,0.0,0,0,,0.0014523368,0.0,0.22557972,0.036989722,0.00035058358,0,0,0,-1,0.0030002277,0,0,0,0.005176688,0,-1,0.002065362,1.0,0.018038934,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0009519667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.9394671,0.1330851,0.93499345,0.9788629,0.001987404,0.008367965,0,0.0,,-1,0,0.008267363,0.04117151,-1,1.0023293,2,-1,0,,-1,,1.0,0.02356812,0.00569379,0,1,0.43012756,0,0,0.4319731,0.42816374,1,0.5341943,2,0,4,0,2,0,1.0032218,0,0,,0.0,0.0,,0.0013294527,0,,-1,-1,-1,-1,0,0,0.0,,0,0.003253963,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-06-25,0.9192531,7,0.03117008,1.0085341,0.00899553,0.099088736,0.0,0.005359683,,,0,1,0.25416723,0.057810783,0,0.44202217,0.38940185,0.03624787,-1,0.19984834,0.02831714,0.0,,1,0.010397511,0,0.11011918,0.6102745,0.29399958,,0.03627218,0.012103994,0,1.0,0,0.08156006,0.025763366,2402,0.05249622,0.71740794,0.033490926,0,0.0052960413,,0.018576916,16,0.3334445,0.026943322,0.008701561,12,0.23429537,3,0,0,1,,1.0,0,-1,0,6,0.34481058,0.0013166136,290,0.009901629,0.0021719146,0,0,0.008913609,0,4,0.013094085,,0.0,0,0,,0.00765135,0.0,0.22521064,0.028270265,0.004953727,0,0,0,-1,0.0077517387,0,0,0,0.0079018455,0,-1,0.0071133766,1.0,0.018088786,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0058353483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.913676,0.13281177,0.9184476,0.97597086,0.007262232,0.0007230708,0,0.0,,-1,0,0.0052379807,0.033920195,-1,1.0096152,2,-1,0,,-1,,1.0,0.029079577,0.0029219238,0,1,0.43631703,0,0,0.42865682,0.4252546,0,0.5266985,2,0,4,0,2,0,1.0030924,0,0,,0.0,0.0,,0.006118301,0,,-1,-1,-1,-1,0,0,0.0,,0,0.004324734,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-07-30,0.9018605,11,0.10964433,1.0050981,0.0080408035,0.1085255,0.0,0.0054840357,,,0,3,0.24858451,0.029021788,0,0.43242353,0.3887758,0.03197824,-1,0.22664092,0.06820403,0.0,,1,0.045092903,0,0.10497399,0.56602997,0.30147186,,0.052948657,0.081246234,0,1.0,0,0.09493034,0.02262978,2402,0.048871536,0.717988,0.07390413,0,0.0070239934,0.0074322014,0.057174142,16,0.85754067,0.028178157,0.0064404225,10,0.24064384,3,0,0,1,,1.0,0,-1,0,6,0.17593303,0.0082709715,290,0.0011403442,0.0077954684,0,0,0.0056554046,0,4,0.04399057,,0.0,0,0,,0.0015392782,0.0,0.22249006,0.095347315,0.008240154,0,0,0,-1,0.0013944489,0,0,0,0.008471494,0,-1,0.0090117045,1.0,0.028811203,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0063915937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9470452,0.1368089,0.9602832,0.9745653,0.001130059,0.0025033858,0,0.0,,-1,0,0.0011145758,0.10562313,-1,1.0050017,2,-1,0,,-1,,1.0,0.016187193,0.34147027,0,1,0.43728265,0,0,0.4313487,0.42455617,0,0.53216296,2,0,4,0,2,0,1.0009722,0,0,,0.0,0.0,,0.0026461103,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0029793282,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-08-19,0.91045797,1,0.008208094,1.0008138,0.0074479682,0.120456256,0.0,0.0036967827,,,0,0,0.2596585,0.16514598,0,0.43687305,0.38847387,0.030584328,-1,0.21160305,0.015836144,0.0,,1,0.0017219372,0,0.10349484,0.5635083,0.29932502,,0.0034579074,0.008046538,0,1.0,0,0.09549448,0.024543144,1021,0.045859013,0.7263558,0.069417104,0,0.0026437284,0.017111627,0.0040561818,16,0.10555664,0.03195092,0.004263043,12,0.24197938,3,0,0,1,,1.0,0,-1,0,6,0.09493545,0.009075438,0,0.00330531,0.003938673,0,0,0.016488042,0,5,0.0038650613,,0.0,0,0,,0.0010070822,0.0,0.22326764,0.007973875,0.0011851885,0,0,0,-1,0.009797824,0,0,0,0.00364698,0,-1,0.00262227,1.0,0.015758894,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0054712784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.84738255,0.13817252,0.84489304,0.97628736,0.0058497963,0.009404509,0,0.0,,-1,0,0.0053250757,0.011360653,-1,1.0096123,2,-1,0,,-1,,1.0,0.013852113,0.3070839,0,1,0.4329891,0,0,0.4323566,0.42720252,0,0.53451025,2,0,4,0,2,0,1.0034761,0,0,,0.0,0.0,,0.0025997711,0,,-1,-1,-1,-1,0,0,0.0,,0,0.009126701,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-09-15,0.90481377,0,0.011295415,1.0068457,0.007053998,0.122431144,0.0,0.0054165125,,0.52560043,0,0,0.2618861,0.013302122,0,0.45302135,0.3903102,0.06777439,-1,0.20225286,0.015844172,0.0,,1,0.0019698795,1,0.1115198,0.57388496,0.30181482,,0.006216786,0.004139145,0,1.0,0,0.095316574,0.032916505,0,0.05062021,0.6957237,0.0737455,0,3.7437126e-06,0.009913666,0.007655725,16,0.11170324,0.03128016,0.0014408717,13,0.23887447,3,0,0,1,,1.0,0,-1,0,6,0.11645388,0.008238056,0,0.0073502925,0.008279535,0,0,0.011374497,0,8,0.0045399126,,0.0,0,0,,0.009207729,0.0,0.22444579,0.010316053,0.0063155433,0,0,0,-1,0.002753088,0,0,0,0.0038768481,0,-1,0.0066486173,1.0,0.013612066,0,0,0.0,0,0,1,,0,0,0,-1,0,0,,1,0.0001739171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8477731,0.13728844,0.86668694,0.97723055,0.0053634574,0.0044105253,0,0.0,,-1,0,0.007378916,0.0051454552,-1,1.0094368,2,-1,0,,-1,,1.0,0.018437376,0.31769904,0,1,0.43481082,0,0,0.43649533,0.43375802,0,0.5320255,2,0,4,0,2,0,1.0053959,0,0,,0.0,0.0,,0.0058527985,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0061967364,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-10-20,0.9162344,1,0.011442121,1.0081452,0.006165048,0.12301579,0.0,0.012860893,,0.12598628,0,1,0.25851282,0.0058434233,0,0.44456276,0.39414442,0.060045,-1,0.18944748,0.020421073,0.0,,1,0.0050916593,1,0.10875707,0.5962156,0.29527745,,0.008433129,0.0010430106,0,1.0,0,0.102266744,0.03150991,0,0.04922784,0.69739974,0.06627042,0,0.00499603,,0.0044884225,16,0.059117813,0.058895223,0.00640626,12,0.23813993,3,0,0,1,,1.0,0,-1,0,6,0.18548468,0.009252778,0,0.0029224332,0.0023747603,0,0,0.011075042,0,8,0.013902443,,0.0,0,0,,8.912186e-05,0.0,0.22622049,0.010921726,0.00445738,0,0,0,-1,0.004456498,0,0,1,0.0037670285,0,-1,0.004047738,1.0,0.015039956,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.002651377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9786703,0.13567778,0.9354211,0.9700225,0.0033227273,0.00089520105,0,0.0,,-1,0,0.009000127,0.0026056047,-1,1.0006298,2,-1,0,,-1,,1.0,0.032467846,0.0012446702,0,1,0.43936804,0,0,0.428256,0.43214855,0,0.535911,2,0,4,0,2,0,0.99925035,0,0,,0.0,0.0,,0.0050264136,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0012333974,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-11-24,0.87351173,0,0.008902504,1.0047827,0.001023144,0.119332366,0.0,0.0018113924,,0.09325675,0,1,0.25839067,0.0040748804,0,0.4479276,0.39369583,0.028050072,-1,0.188988,0.022720208,0.0,,1,0.0065268064,1,0.23919444,0.51014185,0.30136836,,0.0020451315,0.006562263,0,1.0,0,0.091965966,0.032299012,1133,0.039019283,0.7009003,0.066720486,0,0.005522649,,0.0017971458,16,0.07782321,0.015966395,9.499152e-05,23,0.24247085,3,0,0,0,,1.0,0,-1,0,6,0.18774924,0.0015529918,0,0.0065140873,0.0067773806,0,0,0.01473557,0,4,0.0052205687,,0.0,0,0,,0.009628957,0.0,0.22320683,0.0029510143,0.009535643,0,0,0,-1,0.0029880945,0,0,0,0.008203091,0,-1,0.0031720302,1.0,0.018475847,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.0072054095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.859095,0.13374281,0.8541399,0.9776728,0.003044366,0.0028305403,0,0.0,,-1,0,0.0046671093,0.008154888,-1,1.007695,2,-1,0,,-1,,1.0,0.017428203,0.0030410907,0,1,0.43355498,0,0,0.43123764,0.42846614,0,0.53690684,2,0,4,0,2,0,1.0012133,0,0,,0.0,0.0,,0.0069347364,0,,-1,-1,-1,-1,0,0,0.0,,0,0.009567991,0
00000fd6641609c6ece5454664794f0340ad84dddce9a267a310b5ae68e9d8e5,2017-12-29,0.8611091,10,0.00671125,0.8197724,0.007966183,0.13913815,0.0,0.0052348278,,0.07925757,0,0,0.26722816,0.0065711713,0,0.47173738,0.39954665,0.10599889,-1,0.22534762,0.01770859,0.0,,1,0.0068734926,1,0.24139759,0.5319482,0.2965702,,0.008127912,0.00041589493,0,1.0,0,0.09555593,0.029998377,1021,0.03943466,0.69341755,0.0686841,0,0.00080295297,,0.010855203,16,0.40368786,0.019948736,0.005927899,16,0.23989469,3,0,0,1,,1.0,0,-1,0,6,0.1926243,0.008571137,0,0.0050252206,0.0060121077,0,0,0.01468697,0,6,0.0024728298,,0.0,0,0,,0.005512644,0.0,0.2181473,0.016012043,0.0016875514,0,0,0,-1,0.008903931,0,0,0,0.00642859,0,-1,0.004212136,1.0,0.008966247,0,0,0.0,0,0,0,,0,0,0,-1,0,0,,1,0.007945633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.89064676,0.13722554,0.8874756,0.9703085,0.003407762,0.007855873,0,0.0,,-1,0,0.0093519725,0.0059692347,-1,1.008917,2,-1,0,,-1,,1.0,0.015016331,0.008753205,0,1,0.449402,0,0,0.44269645,0.43860355,1,0.5409152,2,0,4,0,2,0,1.0023098,0,0,,0.0,0.0,,0.0053074383,0,,-1,-1,-1,-1,0,0,0.0,,0,0.0031325312,0
